si no,LATITUDE,LONGITUDE,District,Elevation,Slope,Rainfall,MinTemp,MaxTemp,Humidity,NDVI,B,Ca,Cu,EC,Fe,K,Mg,Mn,N,Org_C,P,S,Zn,pH
917,11.30548382,75.885322,Kozhikode,38,2.9825726,29.57589436,21.8193614,31.4852889,67.06737686,0.6421494,0.109999999,580,4.929999828,0.08,49.22999954,169.4199982,131,48.59000015,559,1.669999957,32.29999924,3.75,7.389999866,5.630000114
918,11.50447559,75.800405,Kozhikode,44,8.034192,79.58370256,21.48835433,31.42848779,71.41610781,0.65123403,0.109999999,700,10.09000015,0.08,33.59999847,200.8000031,128,35.95999908,618,2.150000095,6.900000095,5.190000057,4.539999962,5.710000038
919,11.65574741,75.733951,Kozhikode,18,2.985912,35.94090796,20.32547492,30.57198644,73.94889599,0.6977747,0.119999997,350,9.090000153,0.08,90.30000305,204.5500031,129,90.52999878,321,0.829999983,41.29000092,22.87999916,4.760000229,4.579999924
920,11.51489735,75.760693,Kozhikode,62,17.66493,42.66623306,21.48835433,31.42848779,71.41610781,0.7098832,0.119999997,490,8.170000076,0.08,89.52999878,90.62000275,119,85.66000366,486,1.230000019,10.31999969,1.610000014,3.839999914,4.320000172
921,11.45600796,75.770991,Kozhikode,16,8.888094,39.93812561,21.48835433,31.42848779,71.41610781,0.5448776,0.119999997,440,5.610000134,0.08,14.01000023,98.69999695,121,20.89999962,598,1.519999981,11.89999962,11.72000027,6.619999886,5.789999962
922,11.63175392,75.818409,Kozhikode,52,9.198591,56.74106145,19.8506927,30.70466345,72.34626672,0.74652135,0.119999997,320,3.859999895,0.08,55.29999924,96.44999695,129,55.89279938,517,1.649999976,6.889999866,7.849999905,4.179999828,5.909999847
923,11.32978725,75.814585,Kozhikode,25,3.386319,22.27556515,22.32563461,30.29457297,68.58606012,0.5495938,0.119999997,220,6.590000153,0.08,73.5,405.3999939,128,72.98999786,589,1.75999999,32.5,4.349999905,3.309999943,5.239999771
924,11.35404778,76.045774,Kozhikode,38,4.995862,38.15333164,19.25847489,30.37844633,66.77596221,0.6396396,0.119999997,260,5.230000019,0.08,123.5,204.8200073,131,104.6958466,501,2,62.54999924,1.610000014,7.949999809,4.5
925,11.56773186,75.7678833,Kozhikode,23,2.6487863,36.0433383,19.8506927,30.70466345,72.34626672,0.6476684,0.119999997,830,8.380000114,0.08,35.20000076,410.2999878,131,36.95999908,485,2.75999999,67.31999969,3.210000038,2.99000001,6.090000153
926,11.35189629,75.758564,Kozhikode,20,3.8900137,24.29780793,22.83462046,30.84197572,69.53967271,0.52367187,0.119999997,500,5.130000114,0.08,46.97000122,421.8399963,119,45.65999985,554,2.849999905,59.41999817,26.97999954,8.350000381,5.260000229
927,11.71557522,75.64956665,Kozhikode,42,11.333516,10.48857546,21.93108494,30.75358208,73.1514314,0.667713,0.119999997,615,7.010000229,0.08,44.5,143,213,49.38999939,839,3.00999999,7.659999847,9.010000229,4.480000019,5.590000153
928,11.71177483,75.652128,Kozhikode,32,5.4761996,21.09219098,20.32547492,30.57198644,73.94889599,0.44287547,0.119999997,620,7.039999962,0.08,42.5,140,216,48.38999939,945,3.039999962,7.5,9.279999733,4.570000172,5.650000095
929,11.6360321,75.670215,Kozhikode,24,1.8932136,19.64189768,21.5335777,31.14533623,74.52414767,0.72302985,0.119999997,645,5.889999866,0.08,52.70000076,176.6000061,131,54.97000122,578,4.119999886,19.01000023,8.109999657,5.210000038,5.739999771
930,11.63397694,75.826312,Kozhikode,69,2.985705,56.74106145,19.8506927,30.70466345,72.34626672,0.76509255,0.129999995,290,3.039999962,0.08,69.80000305,101.5,121,69.96900177,659,1.620000005,7.010000229,6.869999886,3.99000001,5.539999962
931,11.46078205,75.978394,Kozhikode,39,11.250857,57.15627098,17.93006102,29.24338868,65.56911816,0.76086956,0.129999995,300,8.760000229,0.08,112.6999969,227.5299988,129,99.55799866,715,1.690000057,93.34999847,3.230000019,5.550000191,4.329999924
932,11.3408308,75.825527,Kozhikode,24,1.324559,22.27556515,22.32563461,30.29457297,68.58606012,0.6,0.129999995,360,9.470000267,0.08,117,207.8800049,131,46.36999893,548,2.24000001,62.88999939,9.050000191,9.340000153,5.489999771
933,11.54432201,75.701249,Kozhikode,20,3.3616502,22.57499194,22.22622465,30.39927063,73.72070066,0.64052564,0.140000001,800,9.239999771,0.08,132,450.230011,111,85.62999725,845,1.24000001,75.33999634,10.43000031,3.950000048,5.53000021
934,11.66666412,75.790973,Kozhikode,27,3.7827206,53.65906334,18.52249403,29.53325622,71.40275799,0.78487396,0.140000001,180,5.360000134,0.08,74.40000153,217.3000031,144,75.94999695,921,2.210000038,23.20000076,9.479999542,4.210000038,6.019999981
935,11.44877625,75.867491,Kozhikode,51,0.9462337,28.78613377,21.21751635,31.62530407,68.12570657,0.66803956,0.150000006,560,10.89999962,0.08,140,480.8999939,121,70.29000092,689,1.539999962,77.69999695,11.98999977,3.109999895,5.619999886
936,11.54603386,75.832193,Kozhikode,29,4.722366,79.58370256,21.48835433,31.42848779,71.41610781,0.57991046,0.150000006,380,7.269999981,0.08,37.59999847,125.9800034,129,35.27999878,579,1.889999986,129.6499939,9.079999924,4.090000153,5.230000019
937,11.71278286,75.668775,Kozhikode,31,2.9864683,21.09219098,20.32547492,30.57198644,73.94889599,0.64522415,0.150000006,580,3.799999952,0.08,16.5,213.1999969,120,21.52828026,524,1.940000057,8.600000381,2.170000076,4.800000191,4.920000076
938,11.68347168,75.758055,Kozhikode,36,3.3621793,53.65906334,18.52249403,29.53325622,71.40275799,0.54895383,0.159999996,860,4.320000172,0.08,21.29999924,259.7999878,127,25.5956959,490,1.559999943,15.80000019,3.369999886,4.760000229,5.610000134
939,11.49170876,75.770161,Kozhikode,16,1.8922398,39.93812561,21.48835433,31.42848779,71.41610781,0.5921158,0.159999996,180,4.980000019,0.08,109,227,120,89.95999908,701,1.610000014,16.29999924,4.860000134,5.119999886,4.789999962
940,11.43822479,76.008118,Kozhikode,80,6.658472,61.95179939,19.25847489,30.37844633,66.77596221,0.5292501,0.159999996,680,8.430000305,0.08,36.70000076,177.8999939,131,40.25680161,638,2.319999933,29.89999962,5.210000038,5.989999771,4.980000019
941,11.54408073,75.844322,Kozhikode,29,2.7802885,79.58370256,21.48835433,31.42848779,71.41610781,0.7298422,0.170000002,270,7.670000076,0.08,58.79999924,133.4499969,131,55.62385178,601,0.920000017,305.7200012,8.960000038,4.550000191,4.550000191
942,11.67597485,75.781312,Kozhikode,31,1.893486,53.65906334,18.52249403,29.53325622,71.40275799,0.6758123,0.209999993,480,5.96999979,0.08,58.90000153,453.7999878,54,58.556959,396,1.440000057,56.90000153,10.92000008,5.639999866,5.71999979
943,11.33376217,75.787062,Kozhikode,18,1.8543341,16.96880031,22.32563461,30.29457297,68.58606012,0.6018034,0.629999995,650,7.980000019,0.09,66.69999695,100.3899994,122,65.36000061,413,0.670000017,114.3899994,20.75,5.21999979,5.320000172
944,11.33515453,75.778758,Kozhikode,20,4.722226,16.96880031,22.32563461,30.29457297,68.58606012,0.67907304,0.779999971,600,8.670000076,0.09,75.80000305,151.9900055,121,76.95999908,427,0.889999986,121.3399963,31.82999992,4.670000076,4.989999771
945,11.35944462,75.905125,Kozhikode,33,0,40.89652061,21.21751635,31.62530407,68.12570657,0.58728814,0.289999992,760,8.220000267,0.09,37.40000153,472,128,35.58000183,824,2.210000038,6.300000191,5.150000095,3.109999895,5.199999809
946,11.37259483,75.865916,Kozhikode,54,6.2962174,32.73017669,21.21751635,31.62530407,68.12570657,0.6964722,0.819999993,800,6.809999943,0.09,22.5,387,128,28.95999908,914,2.579999924,9.899999619,17.89999962,7.21999979,4.699999809
947,11.42832184,75.870909,Kozhikode,57,5.9643683,28.78613377,21.21751635,31.62530407,68.12570657,0.7120177,0.25,640,9.869999886,0.09,118,489.8999939,130,65.94999695,624,2.75999999,69.90000153,9.06000042,3.190000057,5.769999981
948,11.46755791,75.834598,Kozhikode,37,3.387467,61.7276969,21.48835433,31.42848779,71.41610781,0.62006027,0.100000001,400,4.880000114,0.09,29.39999962,462.6000061,127,35.93000031,420,0.959999979,58.09999847,3.029999971,3.690000057,5.639999866
949,11.30764198,75.893642,Kozhikode,37,1.324481,29.57589436,21.8193614,31.4852889,67.06737686,0.6765889,0.100000001,520,5.389999866,0.09,39.47000122,159.3200073,130,38.59000015,498,1.379999995,27.43000031,3.180000067,6.929999828,5.340000153
950,11.64619637,75.724919,Kozhikode,27,2.107928,34.65905905,21.5335777,31.14533623,74.52414767,0.654908,0.109999999,380,11.01000023,0.09,85.59999847,159.5299988,131,86.97000122,301,0.800000012,36.93000031,106.5,4.230000019,4.75
951,11.71957207,75.695382,Kozhikode,42,3.8948061,21.09219098,20.32547492,30.57198644,73.94889599,0.68626153,0.109999999,176,5.460000038,0.09,100,165.8999939,110,100.0028,658,1.25999999,23.70000076,6.429999828,2.75999999,4.989999771
952,11.64479733,75.777693,Kozhikode,36,12.15974,35.21831441,19.8506927,30.70466345,72.34626672,0.5094923,0.109999999,550,5.760000229,0.09,78.23999786,746.5300293,122,75.52999878,436,1.419999957,152.4299927,15.92000008,4.920000076,5.119999886
953,11.71252728,75.696404,Kozhikode,31,3.9706993,21.09219098,20.32547492,30.57198644,73.94889599,0.4753398,0.109999999,193,5.239999771,0.09,111.0999985,176.4299927,128,100.2799988,779,1.960000038,32.5,2.670000076,3.75999999,4.78000021
954,11.5271103,75.701003,Kozhikode,25,2.984675,22.57499194,22.22622465,30.39927063,73.72070066,0.63895756,0.109999999,680,9.890000343,0.09,132,309.8999939,129,99.62999725,744,2.170000076,21.10000038,7.670000076,4.5,4.949999809
955,11.45386887,75.957239,Kozhikode,33,3.9688313,57.15627098,17.93006102,29.24338868,65.56911816,0.59956205,0.109999999,420,10.19999981,0.09,82.30000305,204.3999939,132,83.38279724,508,2.24000001,67.69999695,3.50999999,4.21999979,5.150000095
956,11.31012821,75.90065765,Kozhikode,20,0.92740995,32.82452559,21.8193614,31.4852889,67.06737686,0.5169713,0.119999997,450,5.360000134,0.09,30.46999931,290.4299927,129,30.32999992,521,1.200000048,96.72000122,3.950000048,7.940000057,4.78000021
957,11.34466171,76.028207,Kozhikode,58,11.335745,37.14860082,20.31298718,31.1116514,66.14666049,0.57745045,0.119999997,310,5.869999886,0.09,106.8000031,260.7600098,126,96.39579773,504,1.230000019,64.76000214,2.029999971,8.140000343,5.239999771
958,11.70707035,75.681088,Kozhikode,50,9.509057,21.09219098,20.32547492,30.57198644,73.94889599,0.6068537,0.119999997,198,5.230000019,0.09,114,188.6000061,120,98.89279938,817,1.370000005,29.79999924,6.369999886,3.109999895,4.559999943
959,11.71272945,75.636211,Kozhikode,27,5.2876973,10.48857546,21.93108494,30.75358208,73.1514314,0.42880356,0.119999997,840,11.80000019,0.09,92.40000153,188,134,86.62999725,854,1.580000043,18.29999924,9.43999958,8.380000114,4.940000057
960,11.349123,75.808007,Kozhikode,24,5.8572817,22.27556515,22.32563461,30.29457297,68.58606012,0.686251,0.119999997,540,11.10000038,0.09,95,201.6000061,134,90.26000214,814,1.909999967,76.5,10.31000042,11.5,5.849999905
961,11.59833813,75.827075,Kozhikode,35,0,41.78491688,19.8506927,30.70466345,72.34626672,0.5769829,0.119999997,360,3.720000029,0.09,47.5,84.97000122,133,48.36384964,612,2.170000076,6.78000021,8.779999733,3.940000057,6.210000038
962,11.36415958,75.760644,Kozhikode,18,0,24.29780793,22.83462046,30.84197572,69.53967271,0.48257807,0.119999997,530,9.989999771,0.09,97,200.8000031,127,95.66000366,885,2.50999999,71.5,8.449999809,9.890000343,5.829999924
963,11.37460232,75.78540802,Kozhikode,13,2.6478624,24.29780793,22.83462046,30.84197572,69.53967271,0.5101208,0.119999997,450,5.820000172,0.09,54.31999969,400.2200012,119,55.95999908,588,2.539999962,56.38000107,26.43000031,8.239999771,4.860000134
964,11.53511715,75.808039,Kozhikode,67,11.250281,79.58370256,21.48835433,31.42848779,71.41610781,0.79128546,0.119999997,580,10.11999989,0.09,66.59999847,234.8899994,118,66.95999908,712,2.75999999,20.97999954,5.760000229,4.989999771,5.210000038
965,11.53360081,75.795424,Kozhikode,31,4.2088027,42.66623306,21.48835433,31.42848779,71.41610781,0.8099829,0.119999997,580,10.11999989,0.09,66.59999847,234.8899994,118,65.62999725,527,2.75999999,20.97999954,5.760000229,4.989999771,5.210000038
966,11.50434303,75.740774,Kozhikode,16,9.088871,22.57499194,22.22622465,30.39927063,73.72070066,0.5255742,0.119999997,720,6.929999828,0.09,40.24000168,432.5299988,117,40.68999863,476,3.24000001,40.33000183,12.93000031,8.340000153,4.920000076
967,11.42973804,75.947133,Kozhikode,42,2.648125,48.04281092,21.21751635,31.62530407,68.12570657,0.49160755,0.129999995,280,6.949999809,0.09,80.09999847,235.8999939,72,79.62999725,684,2.930000067,36.59999847,6.920000076,6.21999979,4.449999809
968,11.61953545,75.636409,Kozhikode,38,5.422091,20.152704,21.93201441,30.25711133,75.41821664,0.7351084,0.129999995,180,3.809999943,0.09,25,803.4000244,132,31.22999954,843,3.160000086,30,5.170000076,6.239999771,5.489999771
969,11.49325371,75.777767,Kozhikode,37,5.6267,39.93812561,21.48835433,31.42848779,71.41610781,0.64861614,0.129999995,650,6.429999828,0.09,54.36999893,424.8299866,118,55.63000107,501,3.859999895,42.41999817,12.42000008,8.420000076,4.230000019
970,11.53594875,75.69313049,Kozhikode,16,3.7047918,21.04727292,22.22622465,30.39927063,73.72070066,0.709276,0.140000001,660,16.29999924,0.09,128,330.3999939,136,87.62999725,728,2.059999943,21.79999924,7.409999847,4.309999943,4.920000076
971,11.72151661,75.724046,Kozhikode,63,1.8543341,63.79971552,20.32547492,30.57198644,73.94889599,0.66314256,0.140000001,550,3.809999943,0.09,20.20000076,165.6000061,129,31.62524986,659,2.660000086,18.90999985,2.869999886,4.670000076,4.869999886
972,11.53682232,75.859851,Kozhikode,59,1.3250262,119.4093542,19.96194874,31.10194839,68.50564202,0.65319985,0.189999998,320,7.929999828,0.09,49.40000153,132.6499939,127,52.25279999,615,2.430000067,150.8699951,8.979999542,5.340000153,4.960000038
973,11.36409569,75.87115479,Kozhikode,36,4.722245,32.73017669,21.21751635,31.62530407,68.12570657,0.6959047,2.210000038,950,6.659999847,0.1,15.81999969,149.3099976,130,15.35000038,587,1.75,72.31999969,11.10000038,7.929999828,5.519999981
974,11.36138535,75.867564,Kozhikode,45,5.6577144,32.73017669,21.21751635,31.62530407,68.12570657,0.68397444,1.899999976,900,5.099999905,0.1,18.39999962,414.3999939,135,24.26000023,859,2.75,10.89999962,22.65999985,8.109999657,4.900000095
975,11.62669373,75.636697,Kozhikode,33,2.8384364,20.152704,21.93201441,30.25711133,75.41821664,0.66636145,0.100000001,500,3.24000001,0.1,32.43000031,200.3399963,120,35.65999985,596,1.24000001,20.72999954,2.180000067,7.460000038,4.809999943
976,11.24343586,75.890717,Kozhikode,16,2.1055124,34.5121378,21.8690014,31.56481218,65.77315902,0.5845313,0.100000001,180,4.170000076,0.1,48.09999847,293.3999939,134,47.65000153,826,1.460000038,9.100000381,8.699999809,4.409999847,4.800000191
977,11.46349812,75.832798,Kozhikode,44,3.3613455,61.7276969,21.48835433,31.42848779,71.41610781,0.7819107,0.100000001,740,5.440000057,0.1,50.20000076,274.3999939,128,75.62999725,719,1.879999995,33.40000153,14.44999981,2.309999943,6.199999809
978,11.34141827,76.032267,Kozhikode,34,2.936304,37.14860082,20.31298718,31.1116514,66.14666049,0.4508591,0.109999999,250,5.760000229,0.1,126.5999985,256.4299927,119,87.69580078,597,1.039999962,69.23999786,1.100000024,8.119999886,4.480000019
979,11.70869541,75.691411,Kozhikode,42,0,21.09219098,20.32547492,30.57198644,73.94889599,0.69129723,0.109999999,189,4.650000095,0.1,110,227.9400024,112,94.22799683,758,1.230000019,74.37000275,26.81999969,3.539999962,4.829999924
980,11.26334858,75.950147,Kozhikode,24,1.8543341,39.50723283,20.31298718,31.1116514,66.14666049,0.41381186,0.109999999,560,9.470000267,0.1,72.5,517.5999756,136,75.37000275,728,2.390000105,21.29999924,11.22000027,2.319999933,5.75
981,11.64580631,75.778199,Kozhikode,47,4.8135552,35.21831441,19.8506927,30.70466345,72.34626672,0.6027271,0.119999997,480,5.230000019,0.1,86.33999634,750.2399902,121,87.52999878,489,1.320000052,150.3500061,15.34000015,4.650000095,5.010000229
982,11.31180477,75.994469,Kozhikode,27,13.281719,32.94158244,20.31298718,31.1116514,66.14666049,0.5,0.119999997,290,4.960000038,0.1,58.79999924,150.1000061,133,55.95999908,865,1.460000038,33,6.840000153,3.859999895,5.5
983,11.71815872,75.701851,Kozhikode,63,10.9259405,63.79971552,20.32547492,30.57198644,73.94889599,0.61484647,0.119999997,800,4.670000076,0.1,72,157.1000061,96,75.96199799,631,1.519999981,28.20000076,6.760000229,2.5,5.619999886
984,11.44732094,75.742281,Kozhikode,10,2.6482081,16.73105645,22.55626542,29.71539433,72.88090343,0.6191509,0.119999997,500,5.320000172,0.1,11.90999985,116.6999969,130,15.94999981,513,1.559999943,11.77000046,13.76000023,6.119999886,5.909999847
985,11.49481201,75.72041321,Kozhikode,16,1.8543341,25.48809314,22.22622465,30.39927063,73.72070066,0.645556,0.119999997,350,5.619999886,0.1,48.79999924,349.7000122,130,43.95999908,501,1.850000024,32.86999893,19.22999954,2.480000019,6.210000038
986,11.70409679,75.7268219,Kozhikode,59,10.301612,63.79971552,20.32547492,30.57198644,73.94889599,0.5800922,0.129999995,620,3.779999971,0.1,12.30000019,184.3200073,126,22.28280067,587,1.309999943,15.31000042,3.670000076,4.630000114,5.190000057
987,11.50850773,75.722679,Kozhikode,20,2.107093,22.57499194,22.22622465,30.39927063,73.72070066,0.56993735,0.129999995,710,9.56000042,0.1,142,335.7000122,126,85.95999908,712,2.089999914,19.10000038,7.989999771,4.010000229,5.010000229
988,11.54216862,75.833813,Kozhikode,46,19.721329,79.58370256,21.48835433,31.42848779,71.41610781,0.74849427,0.129999995,600,3.130000114,0.1,17.43000031,178.4299927,124,20.25279999,758,2.130000114,17.35000038,3.24000001,4.820000172,5.190000057
989,11.38049793,75.82862854,Kozhikode,27,3.3867407,27.25987363,22.83462046,30.84197572,69.53967271,0.6225393,0.150000006,630,10.22000027,0.1,10.81999969,311.230011,129,17.29000092,612,1.559999943,19.37000084,5.630000114,4.230000019,5.409999847
990,11.67405319,75.749971,Kozhikode,21,1.8543341,53.65906334,18.52249403,29.53325622,71.40275799,0.6773424,0.159999996,860,3.25999999,0.1,21.29999924,274.7999878,128,22,558,1.779999971,33.33000183,4.980000019,3.170000076,5.610000134
991,11.43638134,75.874205,Kozhikode,53,3.3612435,28.78613377,21.21751635,31.62530407,68.12570657,0.4748407,0.180000007,600,14.60000038,0.1,127,532,132,78.93000031,664,1.460000038,85.80000305,10.35000038,3.299999952,5.71999979
992,11.31961441,75.84455872,Kozhikode,31,3.967878,22.27556515,22.32563461,30.29457297,68.58606012,0.6980769,0.079999998,520,7.420000076,0.11,76.90000153,304.6000061,128,75.98000336,578,2.960000038,9.800000191,7.239999771,5.28000021,5.309999943
993,11.37765789,75.911339,Kozhikode,33,3.96829,40.89652061,21.21751635,31.62530407,68.12570657,0.53529125,0.100000001,760,9.210000038,0.11,60.40000153,180.1999969,121,60.86000061,783,2.279999971,32.59999847,3.210000038,6.28000021,5.869999886
994,11.54099655,75.790452,Kozhikode,32,4.996331,42.66623306,21.48835433,31.42848779,71.41610781,0.50273514,0.100000001,630,9.56000042,0.11,59.20000076,243.8200073,117,55.97999954,689,2.529999971,22.34000015,5.650000095,3.99000001,5.349999905
995,11.60502815,75.73607635,Kozhikode,23,2.9854228,34.65905905,21.5335777,31.14533623,74.52414767,0.7617848,0.109999999,800,4.75,0.11,14.60000038,197.8000031,144,25.95999908,587,1.220000029,23.60000038,0.790000021,1.919999957,4.920000076
996,11.63950539,75.716054,Kozhikode,25,2.0817976,34.65905905,21.5335777,31.14533623,74.52414767,0.52121437,0.109999999,900,4.71999979,0.11,12.31999969,199.3399963,99,15.96000004,485,1.340000033,26.35000038,1.279999971,2.00999999,5.110000134
997,11.48270893,75.733992,Kozhikode,14,6.5326023,25.48809314,22.22622465,30.39927063,73.72070066,0.7016449,0.109999999,300,5.920000076,0.11,52.5,321.3999939,127,70.26000214,698,1.75999999,34.90000153,18.10000038,2.450000048,6.139999866
998,11.2806673,75.94975281,Kozhikode,33,8.80427,40.99651149,21.8193614,31.4852889,67.06737686,0.6109752,0.109999999,560,7.920000076,0.11,79.90000153,498.7999878,132,80.97000122,742,2.660000086,18.89999962,10.19999981,2.539999962,5.269999981
999,11.26332474,75.93647003,Kozhikode,11,9.845716,40.99651149,21.8193614,31.4852889,67.06737686,0.7219731,0.119999997,580,9.510000229,0.11,70.80000305,499.7000122,120,72.95999908,764,2.410000086,22.79999924,11.52000046,2.450000048,5.78000021
1000,11.44732571,75.772947,Kozhikode,18,1.3248117,29.79679036,22.83462046,30.84197572,69.53967271,0.60444033,0.129999995,400,5.260000229,0.11,18.60000038,89.80000305,131,18.22999954,515,1.340000033,12.19999981,9.640000343,5.269999981,5.690000057
1001,11.44878292,75.861177,Kozhikode,40,8.341451,28.78613377,21.21751635,31.62530407,68.12570657,0.6594074,0.129999995,650,8.25,0.11,17.31999969,429.9200134,121,18.96999931,569,2.130000114,69.37999725,3.279999971,3.819999933,4.820000172
1002,11.70704746,75.699167,Kozhikode,24,9.318453,21.09219098,20.32547492,30.57198644,73.94889599,0.5090909,0.140000001,630,3.74000001,0.11,9.100000381,218.8999939,126,10.62520027,728,2.430000067,9.899999619,2.430000067,4.260000229,5.230000019
1003,11.38367558,75.849891,Kozhikode,32,3.3867662,27.25987363,22.83462046,30.84197572,69.53967271,0.67905074,0.150000006,589,9.979999542,0.11,16.5,300.8999939,135,21.26000023,902,1.480000019,26.5,4.840000153,3.910000086,5.070000172
1004,11.30409908,75.839083,Kozhikode,20,3.3607514,22.27556515,22.32563461,30.29457297,68.58606012,0.41009662,0.07,580,7.809999943,0.12,57.90000153,250.1000061,121,60.84999847,528,2.160000086,10.19999981,7.119999886,5.840000153,5.519999981
1005,11.45401955,75.948255,Kozhikode,57,3.387355,128.5130892,19.96194874,31.10194839,68.50564202,0.50805545,0.090000004,440,9.130000114,0.12,79.90000153,246.3999939,96,75.235628,468,3.190000057,31.10000038,3.029999971,5.159999847,5.210000038
1006,11.3737793,75.957688,Kozhikode,46,2.6478586,37.42606425,19.25847489,30.37844633,66.77596221,0.6706813,0.100000001,830,9.239999771,0.12,47.34999847,184.2400055,126,45.68999863,528,2.529999971,34.63999939,3.670000076,6.230000019,6.010000229
1007,11.33969021,76.036226,Kozhikode,73,9.310682,37.14860082,20.31298718,31.1116514,66.14666049,0.66064984,0.109999999,380,5.78000021,0.12,88.90000153,199.7799988,126,89.85852051,502,1.889999986,11.97999954,2.950000048,7.860000134,5.760000229
1008,11.38677025,75.915622,Kozhikode,34,2.6479204,40.89652061,21.21751635,31.62530407,68.12570657,0.54208755,0.109999999,800,8.409999847,0.12,58.5,193.8000031,132,55.95000076,791,2.210000038,35.20000076,3.980000019,6.809999943,5.900000095
1009,11.47661114,75.965971,Kozhikode,39,4.157615,57.15627098,17.93006102,29.24338868,65.56911816,0.6419919,0.109999999,280,9.119999886,0.12,129.5,225.9100037,128,105.3628464,701,2.539999962,58.79999924,2.75,5.230000019,4.199999809
1010,11.46064568,75.966718,Kozhikode,42,7.472741,57.15627098,17.93006102,29.24338868,65.56911816,0.50314265,0.109999999,285,9.229999542,0.12,138.1999969,237.6100006,96,120.3252792,618,3.039999962,45.59999847,3.230000019,5.269999981,4.110000134
1011,11.65002728,75.743311,Kozhikode,23,3.823237,34.65905905,21.5335777,31.14533623,74.52414767,0.66241807,0.119999997,420,15.19999981,0.12,81.80000305,222.1999969,132,81.98999786,347,0.870000005,71.40000153,2.089999914,4.150000095,5.800000191
1012,11.35462284,76.0354623,Kozhikode,75,10.7534685,38.15333164,19.25847489,30.37844633,66.77596221,0.5820088,0.119999997,320,5.760000229,0.12,103.4000015,180.6499939,124,98.52279663,597,1.860000014,12.31999969,2.789999962,7.449999809,5.320000172
1013,11.48139191,75.728988,Kozhikode,5,4.1576295,25.48809314,22.22622465,30.39927063,73.72070066,0.44081962,0.119999997,250,5.889999866,0.12,62.09999847,326.7999878,123,65.98999786,645,1.870000005,33.29999924,18.29999924,2.559999943,5.909999847
1014,11.2694371,75.953981,Kozhikode,17,6.6982813,39.50723283,20.31298718,31.1116514,66.14666049,0.5443464,0.119999997,586,8.210000038,0.12,84.30000305,508.3999939,129,85.97000122,739,2.220000029,22.60000038,12.69999981,2.390000105,5.889999866
1015,11.72984409,75.72245026,Kozhikode,44,2.936725,63.79971552,20.32547492,30.57198644,73.94889599,0.75345457,0.129999995,645,3.160000086,0.12,7.900000095,193.3000031,128,25.96257973,824,1.950000048,16.80999947,2.75999999,4.320000172,5.320000172
1016,11.38193798,75.82554626,Kozhikode,22,5.857351,27.25987363,22.83462046,30.84197572,69.53967271,0.70088863,0.159999996,580,13.10999966,0.12,18.60000038,291.2000122,136,24.59000015,799,1.460000038,7.300000191,4.769999981,4.28000021,5.019999981
1017,11.7097708,75.734641,Kozhikode,58,1.8543341,63.79971552,20.32547492,30.57198644,73.94889599,0.5183777,0.159999996,770,3.480000019,0.12,32.5,200.7899933,127,31.985852,521,1.559999943,313.6700134,26.45999908,4.119999886,5.239999771
1018,11.33881474,76.02075195,Kozhikode,24,14.074935,37.14860082,20.31298718,31.1116514,66.14666049,0.49118105,0.109999999,330,5.389999866,0.13,99.90000153,209.3200073,132,85.5696528,489,1.679999948,59.99000168,2.680000067,7.519999981,5.389999866
1019,11.63826561,75.733328,Kozhikode,12,2.0817957,34.65905905,21.5335777,31.14533623,74.52414767,0.5542818,0.119999997,415,9.899999619,0.13,79.90000153,219.8999939,130,75.69999695,304,0.779999971,77.19999695,2.220000029,4.909999847,5.909999847
1020,11.29996109,75.909117,Kozhikode,12,2.835162,40.99651149,21.8193614,31.4852889,67.06737686,0.605503,0.119999997,500,5.340000153,0.13,66.44000244,619.9799805,126,69.55000305,428,0.980000019,150.2200012,7.880000114,7.349999905,5.019999981
1021,11.35342693,76.046039,Kozhikode,36,2.647764,38.15333164,19.25847489,30.37844633,66.77596221,0.6241901,0.100000001,400,5.880000114,0.14,82.5,183.6999969,126,84.99500275,487,1.75999999,11.80000019,2.849999905,8.109999657,6.099999905
1022,11.65868855,75.640424,Kozhikode,28,2.1080043,17.4837693,21.93108494,30.75358208,73.1514314,0.6529061,0.109999999,420,7.309999943,0.14,113,713.9299927,124,80.62000275,482,0.949999988,148.8999939,17.53000069,3.710000038,5.429999828
1023,11.4688921,75.838039,Kozhikode,31,4.157592,61.7276969,21.48835433,31.42848779,71.41610781,0.5865036,0.119999997,900,7.110000134,0.14,138,565.5,109,68.94999695,723,2.630000114,33.20000076,4.489999771,0.74000001,5.840000153
1024,11.5541153,75.714555,Kozhikode,22,1.8543341,26.86136818,21.5335777,31.14533623,74.52414767,0.7157895,0.129999995,700,6.429999828,0.14,15.34000015,326.8599854,126,25.55999947,467,1.960000038,60.00999832,2.670000076,5.320000172,4.960000038
1025,11.67181015,75.634717,Kozhikode,11,3.9704034,17.4837693,21.93108494,30.75358208,73.1514314,0.47418502,0.109999999,450,7.28000021,0.15,112,710.2000122,125,99.84999847,779,1.230000019,149.1000061,16.89999962,3.819999933,5.510000229
1026,11.28659153,75.925792,Kozhikode,14,7.4378967,40.99651149,21.8193614,31.4852889,67.06737686,0.4655842,0.119999997,1000,5.269999981,0.15,48.70000076,597.7000122,123,48.95999908,897,1.779999971,112.6999969,3.710000038,7.340000153,5.78000021
